jour,hum_moy
2025-12-03,62.40833333333333
2025-12-04,58.85
2025-12-05,55.22
2025-12-06,52.17
2025-12-07,57.983333333333334
2025-12-08,55.28333333333333
2025-12-09,69.87
2025-12-10,68.6
2025-12-11,75.6
2025-12-12,79.85454545454546
2025-12-13,81.99166666666666
2025-12-14,81.08333333333333
2025-12-15,96.07777777777778
2025-12-16,98.73333333333333
