jour,temp_moy
2025-12-03,13.558333333333334
2025-12-04,12.7
2025-12-05,12.67
2025-12-06,14.040000000000001
2025-12-07,16.75
2025-12-08,16.983333333333334
2025-12-09,14.530000000000001
2025-12-10,13.95
2025-12-11,13.75
2025-12-12,13.99090909090909
2025-12-13,14.7
2025-12-14,14.691666666666666
2025-12-15,14.622222222222222
2025-12-16,13.633333333333333
