Date,nom_ar,nom_fr,unite,valeur
2025-12-13 23:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,8.1
2025-12-13 23:00:00,L'humidité du sol,L'humidité du sol,mV,582.8
2025-12-13 21:00:00,L'humidité du sol,L'humidité du sol,mV,582.5
2025-12-13 21:00:00,Température,Température,°c,15.4
2025-12-13 21:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,8.1
2025-12-13 19:00:00,Température,Température,°c,15.3
2025-12-13 19:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,8.1
2025-12-13 19:00:00,L'humidité du sol,L'humidité du sol,mV,582.8
2025-12-13 17:00:00,L'humidité du sol,L'humidité du sol,mV,582.3
2025-12-13 17:00:00,Température,Température,°c,15.0
2025-12-13 17:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,8.1
2025-12-13 15:00:00,Température,Température,°c,14.7
2025-12-13 15:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,8.1
2025-12-13 15:00:00,L'humidité du sol,L'humidité du sol,mV,582.1
2025-12-13 13:00:00,Température,Température,°c,14.5
2025-12-13 13:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,8.0
2025-12-13 13:00:00,L'humidité du sol,L'humidité du sol,mV,581.8
2025-12-13 11:00:00,Température,Température,°c,14.4
2025-12-13 11:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,8.0
2025-12-13 11:00:00,L'humidité du sol,L'humidité du sol,mV,581.8
2025-12-13 09:00:00,Température,Température,°c,14.5
2025-12-13 09:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,8.0
2025-12-13 09:00:00,L'humidité du sol,L'humidité du sol,mV,581.8
2025-12-13 07:00:00,Température,Température,°c,14.6
2025-12-13 07:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,8.1
2025-12-13 07:00:00,L'humidité du sol,L'humidité du sol,mV,582.1
2025-12-13 05:00:00,Température,Température,°c,14.7
2025-12-13 05:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,8.1
2025-12-13 05:00:00,L'humidité du sol,L'humidité du sol,mV,582.2
2025-12-13 03:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,8.1
2025-12-13 03:00:00,L'humidité du sol,L'humidité du sol,mV,582.0
2025-12-13 03:00:00,Température,Température,°c,14.7
2025-12-13 01:00:00,L'humidité du sol,L'humidité du sol,mV,582.3
2025-12-13 01:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,8.1
2025-12-13 01:00:00,Température,Température,°c,14.7
2025-12-12 23:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,8.1
2025-12-12 23:00:00,Température,Température,°c,14.7
2025-12-12 23:00:00,L'humidité du sol,L'humidité du sol,mV,582.1
2025-12-12 21:00:00,Température,Température,°c,14.7
2025-12-12 21:00:00,L'humidité du sol,L'humidité du sol,mV,582.3
2025-12-12 21:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,8.1
2025-12-12 19:00:00,L'humidité du sol,L'humidité du sol,mV,582.3
2025-12-12 19:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,8.1
2025-12-12 19:00:00,Température,Température,°c,14.5
2025-12-12 17:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,8.0
2025-12-12 17:00:00,Température,Température,°c,14.2
2025-12-12 17:00:00,L'humidité du sol,L'humidité du sol,mV,582.0
2025-12-12 15:00:00,L'humidité du sol,L'humidité du sol,mV,581.7
2025-12-12 15:00:00,Température,Température,°c,13.9
2025-12-12 15:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,8.0
2025-12-12 13:00:00,L'humidité du sol,L'humidité du sol,mV,581.6
2025-12-12 13:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,8.0
2025-12-12 13:00:00,Température,Température,°c,13.7
2025-12-12 11:00:00,L'humidité du sol,L'humidité du sol,mV,581.6
2025-12-12 11:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,8.0
2025-12-12 11:00:00,Température,Température,°c,13.7
2025-12-12 07:00:00,L'humidité du sol,L'humidité du sol,mV,581.5
2025-12-12 07:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,8.0
2025-12-12 07:00:00,Température,Température,°c,14.0
2025-12-12 05:00:00,L'humidité du sol,L'humidité du sol,mV,581.8
2025-12-12 05:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,8.0
2025-12-12 05:00:00,Température,Température,°c,14.1
2025-12-12 03:00:00,L'humidité du sol,L'humidité du sol,mV,581.7
2025-12-12 03:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,8.0
2025-12-12 03:00:00,Température,Température,°c,14.2
2025-12-12 01:00:00,Température,Température,°c,14.3
2025-12-12 01:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,8.1
2025-12-12 01:00:00,L'humidité du sol,L'humidité du sol,mV,582.0
2025-12-11 23:00:00,L'humidité du sol,L'humidité du sol,mV,582.2
2025-12-11 23:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,8.1
2025-12-11 23:00:00,Température,Température,°c,14.4
2025-12-11 21:00:00,Température,Température,°c,14.4
2025-12-11 21:00:00,L'humidité du sol,L'humidité du sol,mV,581.9
2025-12-11 21:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,8.0
2025-12-11 19:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,8.1
2025-12-11 19:00:00,L'humidité du sol,L'humidité du sol,mV,582.1
2025-12-11 19:00:00,Température,Température,°c,14.3
2025-12-11 17:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,8.0
2025-12-11 17:00:00,L'humidité du sol,L'humidité du sol,mV,581.9
2025-12-11 17:00:00,Température,Température,°c,14.1
2025-12-11 15:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,8.0
2025-12-11 15:00:00,L'humidité du sol,L'humidité du sol,mV,581.7
2025-12-11 15:00:00,Température,Température,°c,13.8
2025-12-11 13:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,8.0
2025-12-11 13:00:00,L'humidité du sol,L'humidité du sol,mV,581.4
2025-12-11 13:00:00,Température,Température,°c,13.6
2025-12-11 11:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,8.0
2025-12-11 11:00:00,L'humidité du sol,L'humidité du sol,mV,581.4
2025-12-11 11:00:00,Température,Température,°c,13.7
2025-12-11 09:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,8.0
2025-12-11 09:00:00,L'humidité du sol,L'humidité du sol,mV,581.5
2025-12-11 09:00:00,Température,Température,°c,13.9
2025-12-11 03:00:00,L'humidité du sol,L'humidité du sol,mV,581.9
2025-12-11 03:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,8.0
2025-12-11 03:00:00,Température,Température,°c,14.5
2025-12-11 01:00:00,L'humidité du sol,L'humidité du sol,mV,582.4
2025-12-11 01:00:00,Température,Température,°c,14.7
2025-12-11 01:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,8.1
2025-12-10 23:00:00,L'humidité du sol,L'humidité du sol,mV,582.3
2025-12-10 23:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,8.1
2025-12-10 23:00:00,Température,Température,°c,14.8
2025-12-10 21:00:00,L'humidité du sol,L'humidité du sol,mV,582.4
2025-12-10 21:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,8.1
2025-12-10 21:00:00,Température,Température,°c,14.9
2025-12-10 17:00:00,L'humidité du sol,L'humidité du sol,mV,582.3
2025-12-10 17:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,8.1
2025-12-10 17:00:00,Température,Température,°c,14.5
2025-12-10 15:00:00,L'humidité du sol,L'humidité du sol,mV,582.1
2025-12-10 15:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,8.1
2025-12-10 15:00:00,Température,Température,°c,14.2
2025-12-10 13:00:00,L'humidité du sol,L'humidité du sol,mV,582.0
2025-12-10 13:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,8.1
2025-12-10 13:00:00,Température,Température,°c,14.0
2025-12-10 11:00:00,L'humidité du sol,L'humidité du sol,mV,582.1
2025-12-10 11:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,8.1
2025-12-10 11:00:00,Température,Température,°c,14.1
2025-12-10 09:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,8.1
2025-12-10 09:00:00,L'humidité du sol,L'humidité du sol,mV,582.1
2025-12-10 09:00:00,Température,Température,°c,14.3
2025-12-10 05:00:00,L'humidité du sol,L'humidité du sol,mV,582.5
2025-12-10 05:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,8.1
2025-12-10 05:00:00,Température,Température,°c,14.7
2025-12-10 03:00:00,L'humidité du sol,L'humidité du sol,mV,582.4
2025-12-10 03:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,8.1
2025-12-10 03:00:00,Température,Température,°c,14.9
2025-12-10 01:00:00,L'humidité du sol,L'humidité du sol,mV,582.8
2025-12-10 01:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,8.1
2025-12-10 01:00:00,Température,Température,°c,15.1
2025-12-09 23:00:00,L'humidité du sol,L'humidité du sol,mV,582.9
2025-12-09 23:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,8.1
2025-12-09 23:00:00,Température,Température,°c,15.3
2025-12-09 21:00:00,L'humidité du sol,L'humidité du sol,mV,582.7
2025-12-09 21:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,8.1
2025-12-09 21:00:00,Température,Température,°c,15.3
2025-12-09 19:00:00,L'humidité du sol,L'humidité du sol,mV,582.8
2025-12-09 19:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,8.1
2025-12-09 19:00:00,Température,Température,°c,15.1
2025-12-09 17:00:00,L'humidité du sol,L'humidité du sol,mV,582.4
2025-12-09 17:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,8.1
2025-12-09 17:00:00,Température,Température,°c,14.8
2025-12-09 15:00:00,L'humidité du sol,L'humidité du sol,mV,582.2
2025-12-09 15:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,8.1
2025-12-09 15:00:00,Température,Température,°c,14.5
2025-12-09 13:00:00,L'humidité du sol,L'humidité du sol,mV,582.0
2025-12-09 13:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,8.1
2025-12-09 13:00:00,Température,Température,°c,14.3
2025-12-09 11:00:00,L'humidité du sol,L'humidité du sol,mV,582.3
2025-12-09 11:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,8.1
2025-12-09 11:00:00,Température,Température,°c,14.4
2025-12-09 09:00:00,L'humidité du sol,L'humidité du sol,mV,582.4
2025-12-09 09:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,8.1
2025-12-09 09:00:00,Température,Température,°c,14.5
2025-12-09 07:00:00,L'humidité du sol,L'humidité du sol,mV,582.5
2025-12-09 07:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,8.1
2025-12-09 07:00:00,Température,Température,°c,14.8
2025-12-09 05:00:00,L'humidité du sol,L'humidité du sol,mV,582.8
2025-12-09 05:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,8.1
2025-12-09 05:00:00,Température,Température,°c,15.0
2025-12-08 23:00:00,L'humidité du sol,L'humidité du sol,mV,583.2
2025-12-08 23:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,8.1
2025-12-08 23:00:00,Température,Température,°c,15.5
2025-12-08 21:00:00,L'humidité du sol,L'humidité du sol,mV,583.0
2025-12-08 21:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,8.1
2025-12-08 21:00:00,Température,Température,°c,15.6
2025-12-08 19:00:00,L'humidité du sol,L'humidité du sol,mV,583.0
2025-12-08 19:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,8.1
2025-12-08 19:00:00,Température,Température,°c,15.4
2025-12-08 17:00:00,L'humidité du sol,L'humidité du sol,mV,582.7
2025-12-08 17:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,8.1
2025-12-08 17:00:00,Température,Température,°c,15.1
2025-12-08 15:00:00,L'humidité du sol,L'humidité du sol,mV,582.4
2025-12-08 15:00:00,Température,Température,°c,14.7
2025-12-08 15:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,8.1
2025-12-08 13:00:00,Température,Température,°c,14.5
2025-12-08 13:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,8.1
2025-12-08 13:00:00,L'humidité du sol,L'humidité du sol,mV,582.6
2025-12-08 11:00:00,L'humidité du sol,L'humidité du sol,mV,582.3
2025-12-08 11:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,8.1
2025-12-08 11:00:00,Température,Température,°c,14.6
2025-12-08 09:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,8.1
2025-12-08 09:00:00,Température,Température,°c,14.7
2025-12-08 09:00:00,L'humidité du sol,L'humidité du sol,mV,582.4
2025-12-08 07:00:00,Température,Température,°c,14.9
2025-12-08 07:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,8.1
2025-12-08 07:00:00,L'humidité du sol,L'humidité du sol,mV,582.5
2025-12-08 05:00:00,L'humidité du sol,L'humidité du sol,mV,582.8
2025-12-08 05:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,8.1
2025-12-08 05:00:00,Température,Température,°c,15.0
2025-12-08 03:00:00,L'humidité du sol,L'humidité du sol,mV,582.7
2025-12-08 03:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,8.1
2025-12-08 03:00:00,Température,Température,°c,15.1
2025-12-08 01:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,8.1
2025-12-08 01:00:00,Température,Température,°c,15.1
2025-12-08 01:00:00,L'humidité du sol,L'humidité du sol,mV,582.7
2025-12-07 23:00:00,L'humidité du sol,L'humidité du sol,mV,582.8
2025-12-07 23:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,8.1
2025-12-07 23:00:00,Température,Température,°c,15.2
2025-12-07 21:00:00,Température,Température,°c,15.2
2025-12-07 21:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,8.1
2025-12-07 21:00:00,L'humidité du sol,L'humidité du sol,mV,582.7
2025-12-07 19:00:00,L'humidité du sol,L'humidité du sol,mV,582.7
2025-12-07 19:00:00,Température,Température,°c,15.0
2025-12-07 19:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,8.1
2025-12-07 17:00:00,Température,Température,°c,14.7
2025-12-07 17:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,8.1
2025-12-07 17:00:00,L'humidité du sol,L'humidité du sol,mV,582.6
2025-12-07 15:00:00,L'humidité du sol,L'humidité du sol,mV,582.4
2025-12-07 15:00:00,Température,Température,°c,14.4
2025-12-07 15:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,8.1
2025-12-07 13:00:00,Température,Température,°c,14.1
2025-12-07 13:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,8.1
2025-12-07 13:00:00,L'humidité du sol,L'humidité du sol,mV,582.0
2025-12-07 11:00:00,Température,Température,°c,14.0
2025-12-07 11:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,8.0
2025-12-07 11:00:00,L'humidité du sol,L'humidité du sol,mV,581.9
2025-12-07 09:00:00,Température,Température,°c,14.0
2025-12-07 09:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,8.0
2025-12-07 09:00:00,L'humidité du sol,L'humidité du sol,mV,581.8
2025-12-07 07:00:00,Température,Température,°c,14.0
2025-12-07 07:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,8.0
2025-12-07 07:00:00,L'humidité du sol,L'humidité du sol,mV,581.8
2025-12-07 05:00:00,L'humidité du sol,L'humidité du sol,mV,582.1
2025-12-07 05:00:00,Température,Température,°c,13.9
2025-12-07 05:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,8.1
2025-12-07 03:00:00,Température,Température,°c,13.9
2025-12-07 03:00:00,L'humidité du sol,L'humidité du sol,mV,581.8
2025-12-07 03:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,8.0
2025-12-07 01:00:00,L'humidité du sol,L'humidité du sol,mV,582.1
2025-12-07 01:00:00,Température,Température,°c,13.9
2025-12-07 01:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,8.1
2025-12-06 23:00:00,L'humidité du sol,L'humidité du sol,mV,582.1
2025-12-06 23:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,8.1
2025-12-06 23:00:00,Température,Température,°c,14.0
2025-12-06 21:00:00,L'humidité du sol,L'humidité du sol,mV,582.0
2025-12-06 21:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,8.0
2025-12-06 21:00:00,Température,Température,°c,14.0
2025-12-06 19:00:00,L'humidité du sol,L'humidité du sol,mV,581.8
2025-12-06 19:00:00,Température,Température,°c,13.9
2025-12-06 19:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,8.0
2025-12-06 17:00:00,Température,Température,°c,13.7
2025-12-06 17:00:00,L'humidité du sol,L'humidité du sol,mV,581.6
2025-12-06 17:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,8.0
2025-12-06 15:00:00,Température,Température,°c,13.4
2025-12-06 15:00:00,L'humidité du sol,L'humidité du sol,mV,581.8
2025-12-06 15:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,8.0
2025-12-06 13:00:00,Température,Température,°c,13.3
2025-12-06 13:00:00,L'humidité du sol,L'humidité du sol,mV,581.4
2025-12-06 13:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,8.0
2025-12-06 11:00:00,L'humidité du sol,L'humidité du sol,mV,581.4
2025-12-06 11:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,8.0
2025-12-06 11:00:00,Température,Température,°c,13.3
2025-12-06 09:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,8.0
2025-12-06 09:00:00,L'humidité du sol,L'humidité du sol,mV,581.4
2025-12-06 09:00:00,Température,Température,°c,13.3
2025-12-06 07:00:00,L'humidité du sol,L'humidité du sol,mV,581.7
2025-12-06 07:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,8.0
2025-12-06 07:00:00,Température,Température,°c,13.4
2025-12-06 05:00:00,L'humidité du sol,L'humidité du sol,mV,581.7
2025-12-06 05:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,8.0
2025-12-06 05:00:00,Température,Température,°c,13.5
2025-12-06 03:00:00,L'humidité du sol,L'humidité du sol,mV,581.9
2025-12-06 03:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,8.0
2025-12-06 03:00:00,Température,Température,°c,13.6
2025-12-05 23:00:00,L'humidité du sol,L'humidité du sol,mV,581.8
2025-12-05 23:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,8.0
2025-12-05 23:00:00,Température,Température,°c,13.8
2025-12-05 21:00:00,L'humidité du sol,L'humidité du sol,mV,582.0
2025-12-05 21:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,8.1
2025-12-05 21:00:00,Température,Température,°c,13.9
2025-12-05 19:00:00,L'humidité du sol,L'humidité du sol,mV,581.8
2025-12-05 19:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,8.0
2025-12-05 19:00:00,Température,Température,°c,13.9
2025-12-05 17:00:00,L'humidité du sol,L'humidité du sol,mV,581.7
2025-12-05 17:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,8.0
2025-12-05 17:00:00,Température,Température,°c,13.7
2025-12-05 15:00:00,L'humidité du sol,L'humidité du sol,mV,581.5
2025-12-05 15:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,8.0
2025-12-05 15:00:00,Température,Température,°c,13.5
2025-12-05 13:00:00,L'humidité du sol,L'humidité du sol,mV,581.7
2025-12-05 13:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,8.0
2025-12-05 13:00:00,Température,Température,°c,13.4
2025-12-05 11:00:00,L'humidité du sol,L'humidité du sol,mV,581.4
2025-12-05 11:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,8.0
2025-12-05 11:00:00,Température,Température,°c,13.4
2025-12-05 07:00:00,L'humidité du sol,L'humidité du sol,mV,581.4
2025-12-05 07:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,8.0
2025-12-05 07:00:00,Température,Température,°c,13.4
2025-12-05 05:00:00,L'humidité du sol,L'humidité du sol,mV,581.7
2025-12-05 05:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,8.0
2025-12-05 05:00:00,Température,Température,°c,13.5
2025-12-05 01:00:00,L'humidité du sol,L'humidité du sol,mV,581.9
2025-12-05 01:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,8.0
2025-12-05 01:00:00,Température,Température,°c,13.7
2025-12-04 23:00:00,L'humidité du sol,L'humidité du sol,mV,581.8
2025-12-04 23:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,8.0
2025-12-04 23:00:00,Température,Température,°c,13.8
2025-12-04 17:00:00,L'humidité du sol,L'humidité du sol,mV,581.9
2025-12-04 17:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,8.0
2025-12-04 17:00:00,Température,Température,°c,13.6
2025-12-04 15:00:00,L'humidité du sol,L'humidité du sol,mV,581.7
2025-12-04 15:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,8.0
2025-12-04 15:00:00,Température,Température,°c,13.4
2025-12-04 13:00:00,L'humidité du sol,L'humidité du sol,mV,581.4
