Date,nom_ar,nom_fr,unite,valeur
2025-12-04 17:00:00,L'humidité du sol,L'humidité du sol,mV,566.1
2025-12-04 17:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,7.4
2025-12-04 17:00:00,Température,Température,°c,14.2
2025-12-04 15:00:00,L'humidité du sol,L'humidité du sol,mV,566.2
2025-12-04 15:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,7.4
2025-12-04 15:00:00,Température,Température,°c,13.9
2025-12-04 13:00:00,L'humidité du sol,L'humidité du sol,mV,565.3
2025-12-04 13:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,7.3
2025-12-04 13:00:00,Température,Température,°c,13.0
2025-12-04 11:00:00,L'humidité du sol,L'humidité du sol,mV,564.4
2025-12-04 11:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,7.3
2025-12-04 11:00:00,Température,Température,°c,11.7
2025-12-04 09:00:00,L'humidité du sol,L'humidité du sol,mV,564.0
2025-12-04 09:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,7.3
2025-12-04 09:00:00,Température,Température,°c,11.2
2025-12-04 07:00:00,L'humidité du sol,L'humidité du sol,mV,564.2
2025-12-04 07:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,7.3
2025-12-04 07:00:00,Température,Température,°c,11.5
2025-12-04 05:00:00,L'humidité du sol,L'humidité du sol,mV,564.6
2025-12-04 05:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,7.3
2025-12-04 05:00:00,Température,Température,°c,11.9
2025-12-04 03:00:00,L'humidité du sol,L'humidité du sol,mV,564.8
2025-12-04 03:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,7.3
2025-12-04 03:00:00,Température,Température,°c,12.4
2025-12-04 01:00:00,L'humidité du sol,L'humidité du sol,mV,565.1
2025-12-04 01:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,7.3
2025-12-04 01:00:00,Température,Température,°c,12.5
2025-12-03 23:00:00,Température,Température,°c,12.5
2025-12-03 23:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,7.3
2025-12-03 23:00:00,L'humidité du sol,L'humidité du sol,mV,565.0
2025-12-03 21:00:00,Température,Température,°c,12.9
2025-12-03 21:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,7.3
2025-12-03 21:00:00,L'humidité du sol,L'humidité du sol,mV,565.6
2025-12-03 19:00:00,Température,Température,°c,13.7
2025-12-03 19:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,7.4
2025-12-03 19:00:00,L'humidité du sol,L'humidité du sol,mV,566.1
2025-12-03 17:00:00,Température,Température,°c,14.3
2025-12-03 17:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,7.4
2025-12-03 17:00:00,L'humidité du sol,L'humidité du sol,mV,567.1
2025-12-03 15:00:00,Température,Température,°c,14.0
2025-12-03 15:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,7.4
2025-12-03 15:00:00,L'humidité du sol,L'humidité du sol,mV,566.8
2025-12-03 13:00:00,Température,Température,°c,12.3
2025-12-03 13:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,7.3
2025-12-03 13:00:00,L'humidité du sol,L'humidité du sol,mV,565.7
2025-12-03 11:00:00,Température,Température,°c,10.3
2025-12-03 11:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,7.3
2025-12-03 11:00:00,L'humidité du sol,L'humidité du sol,mV,564.0
2025-12-03 09:00:00,Température,Température,°c,9.3
2025-12-03 09:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,7.2
2025-12-03 09:00:00,L'humidité du sol,L'humidité du sol,mV,562.8
2025-12-03 07:00:00,Température,Température,°c,9.4
2025-12-03 07:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,7.2
2025-12-03 07:00:00,L'humidité du sol,L'humidité du sol,mV,562.9
2025-12-03 05:00:00,Température,Température,°c,9.8
2025-12-03 05:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,7.2
2025-12-03 05:00:00,L'humidité du sol,L'humidité du sol,mV,563.2
2025-12-03 03:00:00,Température,Température,°c,10.3
2025-12-03 03:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,7.3
2025-12-03 03:00:00,L'humidité du sol,L'humidité du sol,mV,563.6
2025-12-03 01:00:00,Température,Température,°c,10.7
2025-12-03 01:00:00,L'humidité du sol,L'humidité du sol,mV,564.2
2025-12-03 01:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,7.3
